train_acc,train_loss,val_acc,val_loss
0.9203846153846152,0.45402464,0.7341891844065757,0.20088887
0.9862179487179487,0.08049698,0.7592931682993794,0.12045744
0.9938461538461538,0.040929396,0.7676530734314971,0.09533593
0.9976923076923078,0.021078242,0.8225199778049129,0.0748112
0.9994230769230769,0.011726359,0.8685223780513636,0.061475053
0.9998076923076924,0.008243617,0.8567067741067053,0.05998489
1.0,0.005424243,0.8625948414725104,0.05451288
1.0,0.003952796,0.9010132138678237,0.051096737
1.0,0.0035290532,0.8747551207842562,0.05231838
1.0,0.0027767296,0.8733184369642701,0.048631795
1.0,0.0026996583,0.8606168437186956,0.047039226
1.0,0.0025625643,0.8595383583674308,0.044819072
1.0,0.002050135,0.8689267503555975,0.04569919
1.0,0.0019108499,0.8915149280241531,0.04572157
1.0,0.0018677823,0.8661487751666324,0.05042818
1.0,0.0016285253,0.8690804382454111,0.04739411
1.0,0.001630926,0.8685011362094696,0.046193957
1.0,0.0015808028,0.876911690172624,0.044025216
1.0,0.0018515291,0.8797552210184486,0.045297593
1.0,0.0019230937,0.8649057964092912,0.046945266
