train_acc,train_loss,val_acc,val_loss
0.986796875,0.10332618,0.8459999999999998,0.45417917
1.0,0.002542664,0.8422999999999999,0.48123056
1.0,0.0011476784,0.8343,0.52555144
1.0,0.0005209871,0.8395,0.5124433
1.0,0.0003361045,0.8344999999999999,0.5469011
1.0,0.00024280301,0.8301,0.5805935
1.0,0.00018692142,0.8345,0.56088597
1.0,0.00014632469,0.8329999999999999,0.5759436
1.0,0.00012029914,0.8311,0.58792853
1.0,0.000101090875,0.8252999999999999,0.62511224
1.0,8.5466294e-05,0.8284000000000001,0.6113564
1.0,7.335372e-05,0.8271999999999999,0.6199118
1.0,6.69335e-05,0.8283,0.6244922
1.0,6.100631e-05,0.8295,0.6253178
1.0,5.4565324e-05,0.8286,0.62142473
1.0,5.07758e-05,0.8293,0.62409383
1.0,4.849107e-05,0.8279999999999998,0.6368471
1.0,4.8522634e-05,0.8257999999999999,0.65052015
1.0,4.560256e-05,0.8304999999999998,0.620188
1.0,4.559828e-05,0.828,0.63749
