train_acc,train_loss,val_acc,val_loss
0.830448717948718,0.90991336,0.7569,0.9209007
0.9917307692307692,0.0961535,0.8227,0.62214315
0.9982692307692307,0.040593665,0.8794,0.41585845
0.9994230769230769,0.022721704,0.8884000000000001,0.36765838
1.0,0.014108439,0.8928000000000001,0.3411289
1.0,0.009665629,0.8926000000000001,0.33266193
1.0,0.007484335,0.8943000000000001,0.32942674
1.0,0.0062075844,0.8915000000000002,0.33794686
1.0,0.005413198,0.8965,0.3136906
1.0,0.005215938,0.8817999999999998,0.36542308
1.0,0.0052370895,0.8783,0.3841356
1.0,0.0039109057,0.8959000000000001,0.32183182
1.0,0.0033765326,0.9008999999999999,0.30409384
1.0,0.003059071,0.8993000000000001,0.30843452
1.0,0.002973722,0.8983,0.31668857
1.0,0.002821026,0.8939999999999999,0.32699716
1.0,0.0025826355,0.8977,0.31642413
1.0,0.0027039761,0.8865000000000001,0.35312936
1.0,0.0024878627,0.8974000000000001,0.3136655
1.0,0.002601882,0.8973,0.3192274
