train_acc,train_loss,val_acc,val_loss
0.57124,1.1985278,0.6659,0.9708976
0.7196200000000001,0.7991398,0.7333,0.7851566
0.77522,0.6462964,0.7499000000000001,0.717862
0.8087000000000001,0.55593836,0.7584000000000001,0.7183652
0.8370599999999999,0.46998164,0.7887000000000001,0.6159926
0.8596999999999999,0.4087547,0.7793999999999999,0.6859798
0.87846,0.35566735,0.7904999999999999,0.6336344
0.89328,0.31154138,0.8038,0.59325194
0.9132,0.2546025,0.8072999999999999,0.6273123
0.9297799999999999,0.2079723,0.8193,0.58968616
0.943,0.16930445,0.8235999999999997,0.60969627
0.9588,0.12519021,0.8221999999999998,0.63357437
0.9693,0.09418297,0.8273999999999999,0.6636328
0.9779200000000002,0.07020084,0.8252000000000002,0.7020563
0.9848200000000001,0.049439497,0.8297000000000003,0.70170367
0.9909000000000001,0.0317215,0.8295000000000001,0.7359714
0.9945,0.021462591,0.8310000000000001,0.7444393
0.9963800000000002,0.015122185,0.8316000000000001,0.75305855
0.9973000000000001,0.0122033395,0.8313000000000001,0.760738
0.9982000000000001,0.008952403,0.8311999999999999,0.7694628
