train_acc,train_loss,val_acc,val_loss
0.58276,1.1654416,0.6529,0.9872102
0.73388,0.7666219,0.7373999999999999,0.75256085
0.7859400000000001,0.62206435,0.7673000000000001,0.68291
0.8204000000000001,0.52212316,0.7818999999999999,0.6313035
0.84556,0.44989172,0.7951,0.61987096
0.86864,0.3819291,0.7979999999999998,0.6230258
0.8889,0.3259959,0.7889,0.63631374
0.9085799999999999,0.27067956,0.795,0.6560238
0.9243199999999999,0.22476766,0.8049000000000001,0.6572536
0.93996,0.1828508,0.8054000000000001,0.684337
0.9520599999999999,0.14236753,0.8131,0.6703783
0.9664,0.10533296,0.8112999999999999,0.7206848
0.9742799999999999,0.0798393,0.8084,0.75924087
0.98222,0.05658721,0.8162999999999999,0.75985175
0.9878600000000002,0.03950749,0.8195999999999999,0.79051
0.9928200000000001,0.02552337,0.8233999999999999,0.79437834
0.99494,0.018531837,0.8189999999999997,0.8300754
0.9967,0.013782276,0.8231999999999998,0.82725626
0.9979000000000001,0.010338381,0.8224999999999999,0.83623177
0.9981400000000001,0.009194864,0.8222,0.8506728
