train_acc,train_loss,val_acc,val_loss
0.9203846153846152,0.45412967,0.7319216107104306,0.20106427
0.9862179487179487,0.07918621,0.7612601166948993,0.12005445
0.9934615384615385,0.039923705,0.7722827030611268,0.09803493
0.9982692307692308,0.019916993,0.8118644810383051,0.07643194
0.9994230769230769,0.011268617,0.8622986634943157,0.061629687
0.9998076923076924,0.0077370997,0.8535321709321021,0.059182286
1.0,0.0051006293,0.8731768520545208,0.0534485
1.0,0.0036388359,0.9100887576655899,0.052116923
1.0,0.0031966348,0.8747551207842562,0.052870892
1.0,0.0024645259,0.8638019760589205,0.049092844
1.0,0.0024580176,0.8570895068580254,0.047553584
1.0,0.002405368,0.8657111978736035,0.0464566
1.0,0.0018700461,0.8889149925660619,0.04646535
1.0,0.0017521677,0.896491779876005,0.046410777
1.0,0.0017355096,0.8631665721844293,0.05104758
1.0,0.0015232582,0.8730670637598145,0.047671318
1.0,0.001513455,0.8723591609008277,0.046986133
1.0,0.0014708061,0.865800579061513,0.044934675
1.0,0.0016852609,0.8874712704011646,0.045681957
1.0,0.0017732651,0.8676835741870689,0.046932187
